#doc name topic proportion ...
0	file:/C:/mallet-2.0.7/data/austen-brontë-split/Austen_Emma0000.txt	9	0.21125265392781317	16	0.16878980891719744	10	0.1305732484076433	19	0.09447983014861996	11	0.09235668789808917	2	0.04777070063694268	1	0.032908704883227176	5	0.03078556263269639	12	0.02653927813163482	18	0.024416135881104035	3	0.024416135881104035	7	0.020169851380042462	13	0.01592356687898089	6	0.01592356687898089	17	0.013800424628450107	8	0.013800424628450107	4	0.01167728237791932	14	0.009554140127388535	15	0.0074309978768577496	0	0.0074309978768577496	
1	file:/C:/mallet-2.0.7/data/austen-brontë-split/Austen_Emma0001.txt	16	0.3171052631578947	13	0.11447368421052631	9	0.09342105263157895	2	0.09342105263157895	11	0.06973684210526315	15	0.04868421052631579	12	0.046052631578947366	10	0.035526315789473684	6	0.035526315789473684	19	0.02763157894736842	14	0.019736842105263157	5	0.017105263157894738	3	0.014473684210526316	17	0.011842105263157895	1	0.011842105263157895	18	0.009210526315789473	8	0.009210526315789473	7	0.009210526315789473	4	0.009210526315789473	0	0.006578947368421052	
2	file:/C:/mallet-2.0.7/data/austen-brontë-split/Austen_Emma0002.txt	16	0.30145278450363194	9	0.1682808716707022	13	0.08837772397094432	2	0.0811138014527845	11	0.06416464891041163	10	0.05205811138014528	19	0.039951573849878935	7	0.03268765133171913	12	0.023002421307506054	5	0.023002421307506054	6	0.020581113801452784	1	0.020581113801452784	14	0.015738498789346248	4	0.013317191283292978	3	0.013317191283292978	18	0.010895883777239709	8	0.010895883777239709	15	0.00847457627118644	17	0.006053268765133172	0	0.006053268765133172	
3	file:/C:/mallet-2.0.7/data/austen-brontë-split/Austen_Emma0003.txt	9	0.2554347826086957	16	0.21195652173913043	11	0.09456521739130434	10	0.08369565217391305	2	0.04891304347826087	19	0.04673913043478261	5	0.04673913043478261	12	0.03369565217391304	3	0.03369565217391304	6	0.025	8	0.020652173913043477	4	0.020652173913043477	1	0.01847826086956522	13	0.014130434782608696	7	0.009782608695652175	18	0.007608695652173913	17	0.007608695652173913	15	0.007608695652173913	14	0.007608695652173913	0	0.005434782608695652	
4	file:/C:/mallet-2.0.7/data/austen-brontë-split/Austen_Emma0004.txt	16	0.262448132780083	9	0.1421161825726141	10	0.09854771784232365	2	0.08195020746887967	11	0.061203319502074686	13	0.05912863070539419	19	0.05705394190871369	5	0.0508298755186722	12	0.038381742738589214	15	0.025933609958506226	6	0.021784232365145227	17	0.017634854771784232	4	0.015560165975103735	1	0.015560165975103735	8	0.011410788381742738	18	0.00933609958506224	7	0.00933609958506224	3	0.00933609958506224	14	0.007261410788381743	0	0.005186721991701245	
5	file:/C:/mallet-2.0.7/data/austen-brontë-split/Austen_Emma0005.txt	16	0.19146825396825398	9	0.12202380952380952	2	0.11805555555555555	10	0.09424603174603174	8	0.05654761904761905	18	0.050595238095238096	5	0.04662698412698413	11	0.044642857142857144	6	0.044642857142857144	1	0.030753968253968252	13	0.028769841269841268	19	0.0248015873015873	17	0.0248015873015873	15	0.0248015873015873	12	0.018849206349206348	14	0.016865079365079364	7	0.016865079365079364	4	0.016865079365079364	3	0.01488095238095238	0	0.012896825396825396	
6	file:/C:/mallet-2.0.7/data/austen-brontë-split/Austen_Emma0006.txt	16	0.26241900647948163	9	0.12203023758099352	10	0.11555075593952484	2	0.07235421166306695	11	0.07019438444924406	19	0.05939524838012959	18	0.05075593952483801	6	0.042116630669546434	15	0.03995680345572354	13	0.03347732181425486	5	0.026997840172786176	8	0.0183585313174946	3	0.0183585313174946	1	0.014038876889848811	17	0.011879049676025918	12	0.009719222462203024	7	0.009719222462203024	14	0.00755939524838013	4	0.00755939524838013	0	0.00755939524838013	
7	file:/C:/mallet-2.0.7/data/austen-brontë-split/Austen_Emma0007.txt	16	0.23066298342541436	9	0.21132596685082872	2	0.12292817679558012	13	0.07596685082872928	18	0.0649171270718232	11	0.04834254143646409	7	0.04281767955801105	14	0.029005524861878452	6	0.026243093922651933	17	0.020718232044198894	12	0.015193370165745856	4	0.015193370165745856	3	0.015193370165745856	19	0.012430939226519336	15	0.012430939226519336	10	0.012430939226519336	5	0.012430939226519336	0	0.012430939226519336	8	0.009668508287292817	1	0.009668508287292817	
8	file:/C:/mallet-2.0.7/data/austen-brontë-split/Austen_Emma0008.txt	16	0.2990314769975787	2	0.14891041162227603	9	0.11016949152542373	8	0.06174334140435835	10	0.05690072639225181	11	0.04721549636803874	6	0.044794188861985475	13	0.035108958837772396	12	0.035108958837772396	5	0.023002421307506054	19	0.018159806295399514	7	0.018159806295399514	4	0.018159806295399514	18	0.015738498789346248	15	0.015738498789346248	17	0.013317191283292978	14	0.013317191283292978	1	0.010895883777239709	3	0.00847457627118644	0	0.006053268765133172	
9	file:/C:/mallet-2.0.7/data/austen-brontë-split/Austen_Emma0009.txt	16	0.32897862232779096	2	0.167458432304038	9	0.10807600950118765	10	0.06769596199524941	5	0.048693586698337295	18	0.04156769596199525	11	0.039192399049881234	13	0.0344418052256532	8	0.029691211401425176	4	0.02494061757719715	19	0.022565320665083134	14	0.013064133016627079	17	0.010688836104513063	12	0.010688836104513063	6	0.010688836104513063	1	0.010688836104513063	15	0.00831353919239905	7	0.00831353919239905	3	0.00831353919239905	0	0.0059382422802850355	
